KITTEN,k,ɪ,t,ə,n
DETAILS,d,ɪ,t,eɪ,l,z
FEATHERBED,f,ɛ,ð,ɚ,b,ɛ,d
DROWSY,d,r,aʊ,z,i
DRUID,d,r,u,ɪ,d
CHURCH,ʧ,ɝ,ʧ
SHELTER,ʃ,ɛ,l,t,ɚ
MELODY,m,ɛ,l,ə,d,i
CAT,k,æ,t
REPAY,r,i,p,eɪ
CAPTAIN,k,æ,p,t,ə,n
DETERMINE,d,ə,t,ɝ,m,ə,n
ISLAND,aɪ,l,ə,n,d
PROTECTION,p,r,ə,t,ɛ,k,ʃ,ə,n
AMBULANCE,æ,m,b,j,ə,l,ə,n,s
SCISSORS,s,ɪ,z,ɚ,z
SUITCASE,s,u,t,k,eɪ,s
PRESIDENT,p,r,ɛ,z,ɪ,d,ə,n,t
WHISPER,w,ɪ,s,p,ɚ
JOURNEY,ʤ,ɝ,n,i
REHEARSE,r,i,h,ɝ,s
STOMACH,s,t,ʌ,m,ə,k
SANDAL,s,æ,n,d,ə,l
LANGUAGE,l,æ,ŋ,g,w,ə,ʤ
